burnout_level,profile_type,high_burnout,age_norm,experience_years_norm,daily_work_hours_norm,sleep_hours_norm,caffeine_intake_norm,bugs_per_day_norm,commits_per_day_norm,meetings_per_day_norm,screen_time_norm,exercise_hours_norm,stress_level_norm,sleep_quality_norm,workload_index_norm,age_scaled_norm,experience_years_scaled_norm,daily_work_hours_scaled_norm,sleep_hours_scaled_norm,caffeine_intake_scaled_norm,bugs_per_day_scaled_norm,commits_per_day_scaled_norm,meetings_per_day_scaled_norm,screen_time_scaled_norm,exercise_hours_scaled_norm,stress_level_scaled_norm
Medium,Riesgo,0,0.75,0.26316,0.166,0.444,0.57143,0.57895,0.34483,0.77778,0.15505,0.91,0.4608,0.45774,0.38951,0.75,0.26316,0.166,0.444,0.57143,0.57895,0.34483,0.77778,0.15505,0.91,0.4608
High,Riesgo,1,0.66667,0.10526,0.705,0.238,0.57143,0.68421,0.44828,0.77778,0.79737,0.425,1.0,0.09265,0.56693,0.66667,0.10526,0.705,0.238,0.57143,0.68421,0.44828,0.77778,0.79737,0.425,1.0
Medium,Riesgo,0,0.29167,0.10526,0.292,0.262,0.57143,0.73684,0.55172,0.88889,0.44955,0.865,0.6198,0.20027,0.56418,0.29167,0.10526,0.292,0.262,0.57143,0.73684,0.55172,0.88889,0.44955,0.865,0.6198
Low,Riesgo,0,0.08333,0.89474,0.283,0.24,0.28571,0.0,0.93103,0.11111,0.18294,0.16,0.2362,0.33036,0.64686,0.08333,0.89474,0.283,0.24,0.28571,0.0,0.93103,0.11111,0.18294,0.16,0.2362
Low,Riesgo,0,0.08333,0.52632,0.238,0.194,0.71429,0.42105,0.2069,0.33333,0.21985,0.765,0.2737,0.28347,0.23557,0.08333,0.52632,0.238,0.194,0.71429,0.42105,0.2069,0.33333,0.21985,0.765,0.2737
Medium,Riesgo,0,0.0,1.0,0.875,0.842,1.0,0.78947,0.72414,0.11111,0.93929,0.11,0.6962,0.21687,0.64517,0.0,1.0,0.875,0.842,1.0,0.78947,0.72414,0.11111,0.93929,0.11,0.6962
Medium,Riesgo,0,0.16667,0.21053,0.868,0.17,0.28571,0.42105,0.10345,0.33333,0.50533,0.02,0.6659,0.14723,0.30535,0.16667,0.21053,0.868,0.17,0.28571,0.42105,0.10345,0.33333,0.50533,0.02,0.6659
Medium,Riesgo,0,0.375,0.94737,0.631,0.562,0.0,0.78947,0.34483,0.22222,0.77358,0.995,0.3554,0.18902,0.38211,0.375,0.94737,0.631,0.562,0.0,0.78947,0.34483,0.22222,0.77358,0.995,0.3554
Medium,Riesgo,0,0.25,0.94737,0.473,0.078,0.0,0.05263,0.62069,0.66667,0.40197,0.075,0.4581,0.14796,0.60245,0.25,0.94737,0.473,0.078,0.0,0.05263,0.62069,0.66667,0.40197,0.075,0.4581
Medium,Riesgo,0,0.33333,0.73684,0.672,0.95,0.42857,0.47368,0.27586,0.55556,0.72354,0.46,0.5252,0.31749,0.41193,0.33333,0.73684,0.672,0.95,0.42857,0.47368,0.27586,0.55556,0.72354,0.46,0.5252
High,Riesgo,1,0.25,0.78947,0.607,0.604,1.0,0.89474,0.86207,0.66667,0.5644,0.88,0.8074,0.27425,0.77881,0.25,0.78947,0.607,0.604,1.0,0.89474,0.86207,0.66667,0.5644,0.88,0.8074
Low,Riesgo,0,0.33333,0.42105,0.416,0.904,0.28571,0.63158,0.68966,0.11111,0.31501,0.82,0.1341,0.53611,0.52696,0.33333,0.42105,0.416,0.904,0.28571,0.63158,0.68966,0.11111,0.31501,0.82,0.1341
Low,Riesgo,0,0.29167,0.15789,0.38,0.398,0.0,0.05263,0.24138,0.33333,0.32486,0.47,0.1168,0.31342,0.28674,0.29167,0.15789,0.38,0.398,0.0,0.05263,0.24138,0.33333,0.32486,0.47,0.1168
Medium,Riesgo,0,0.45833,0.73684,0.383,0.81,1.0,0.63158,0.65517,0.55556,0.46514,0.61,0.499,0.39497,0.58342,0.45833,0.73684,0.383,0.81,1.0,0.63158,0.65517,0.55556,0.46514,0.61,0.499
Low,Riesgo,0,0.04167,0.57895,0.589,0.854,0.28571,0.10526,0.10345,0.44444,0.52338,0.63,0.184,0.3786,0.2675,0.04167,0.57895,0.589,0.854,0.28571,0.10526,0.10345,0.44444,0.52338,0.63,0.184
Medium,Riesgo,0,0.0,0.10526,0.648,0.702,0.42857,0.73684,0.51724,0.11111,0.65956,0.11,0.3785,0.26793,0.47029,0.0,0.10526,0.648,0.702,0.42857,0.73684,0.51724,0.11111,0.65956,0.11,0.3785
Medium,Riesgo,0,0.625,0.68421,0.452,0.092,0.0,0.10526,0.17241,0.66667,0.36751,0.285,0.5349,0.16631,0.32311,0.625,0.68421,0.452,0.092,0.0,0.10526,0.17241,0.66667,0.36751,0.285,0.5349
High,Riesgo,1,0.91667,0.84211,0.969,0.016,0.0,0.47368,0.17241,0.11111,0.87121,0.3,0.8523,0.01958,0.32671,0.91667,0.84211,0.969,0.016,0.0,0.47368,0.17241,0.11111,0.87121,0.3,0.8523
Medium,Riesgo,0,0.91667,0.94737,0.084,0.168,0.0,0.26316,0.62069,0.88889,0.16653,0.38,0.4648,0.30501,0.56249,0.91667,0.94737,0.084,0.168,0.0,0.26316,0.62069,0.88889,0.16653,0.38,0.4648
Medium,Riesgo,0,0.95833,0.26316,0.347,0.118,0.0,0.68421,0.03448,0.66667,0.34947,0.275,0.6316,0.18418,0.21632,0.95833,0.26316,0.347,0.118,0.0,0.68421,0.03448,0.66667,0.34947,0.275,0.6316
Low,Riesgo,0,0.16667,0.15789,0.419,0.726,0.14286,0.42105,0.34483,0.22222,0.33798,0.25,0.2599,0.44309,0.33728,0.16667,0.15789,0.419,0.726,0.14286,0.42105,0.34483,0.22222,0.33798,0.25,0.2599
High,Riesgo,1,0.08333,0.31579,0.017,0.558,0.71429,0.89474,0.82759,0.55556,0.09516,0.355,0.7082,0.58234,0.61176,0.08333,0.31579,0.017,0.558,0.71429,0.89474,0.82759,0.55556,0.09516,0.355,0.7082
Medium,Riesgo,0,0.45833,0.94737,0.365,0.526,0.71429,0.47368,0.58621,0.44444,0.45611,0.38,0.5465,0.29526,0.51618,0.45833,0.94737,0.365,0.526,0.71429,0.47368,0.58621,0.44444,0.45611,0.38,0.5465
Medium,Riesgo,0,0.29167,0.84211,0.274,0.252,0.28571,0.26316,0.27586,0.88889,0.47088,0.485,0.3759,0.18848,0.3912,0.29167,0.84211,0.274,0.252,0.28571,0.26316,0.27586,0.88889,0.47088,0.485,0.3759
High,Riesgo,1,0.875,0.78947,0.506,0.154,0.28571,0.73684,0.93103,0.22222,0.60377,0.175,0.7757,0.11322,0.71516,0.875,0.78947,0.506,0.154,0.28571,0.73684,0.93103,0.22222,0.60377,0.175,0.7757
Medium,Riesgo,0,0.08333,0.73684,0.336,0.206,1.0,0.68421,0.51724,0.11111,0.25841,0.79,0.5343,0.26652,0.40431,0.08333,0.73684,0.336,0.206,1.0,0.68421,0.51724,0.11111,0.25841,0.79,0.5343
High,Riesgo,1,0.0,0.36842,0.726,0.4,1.0,0.73684,0.34483,0.11111,0.61444,0.86,0.819,0.18909,0.38105,0.0,0.36842,0.726,0.4,1.0,0.73684,0.34483,0.11111,0.61444,0.86,0.819
High,Riesgo,1,0.08333,0.94737,0.51,0.74,0.28571,1.0,0.44828,0.33333,0.37408,0.25,0.7914,0.42415,0.44111,0.08333,0.94737,0.51,0.74,0.28571,1.0,0.44828,0.33333,0.37408,0.25,0.7914
Low,Riesgo,0,0.16667,0.36842,0.13,0.254,0.42857,0.26316,0.24138,0.0,0.08039,0.125,0.1355,0.42225,0.17044,0.16667,0.36842,0.13,0.254,0.42857,0.26316,0.24138,0.0,0.08039,0.125,0.1355
High,Riesgo,1,0.58333,0.89474,0.75,0.698,0.85714,0.57895,0.89655,0.88889,0.62674,0.72,0.7699,0.27942,0.87249,0.58333,0.89474,0.75,0.698,0.85714,0.57895,0.89655,0.88889,0.62674,0.72,0.7699
Low,Riesgo,0,0.54167,0.52632,0.099,0.492,0.14286,0.47368,0.41379,0.22222,0.07629,0.925,0.1834,0.5664,0.31191,0.54167,0.52632,0.099,0.492,0.14286,0.47368,0.41379,0.22222,0.07629,0.925,0.1834
High,Riesgo,1,0.08333,1.0,0.499,0.886,0.85714,0.94737,0.31034,0.44444,0.68745,0.035,0.8881,0.31301,0.37534,0.08333,1.0,0.499,0.886,0.85714,0.94737,0.31034,0.44444,0.68745,0.035,0.8881
Medium,Riesgo,0,0.0,0.94737,0.931,0.232,0.28571,0.36842,0.75862,0.55556,0.76866,0.015,0.5648,0.09714,0.76274,0.0,0.94737,0.931,0.232,0.28571,0.36842,0.75862,0.55556,0.76866,0.015,0.5648
Medium,Riesgo,0,0.16667,0.47368,0.322,0.45,1.0,0.21053,0.37931,0.77778,0.29204,0.185,0.5337,0.35583,0.44365,0.16667,0.47368,0.322,0.45,1.0,0.21053,0.37931,0.77778,0.29204,0.185,0.5337
High,Riesgo,1,0.91667,0.84211,0.926,0.096,1.0,0.47368,0.68966,0.22222,0.73011,0.685,0.766,0.06625,0.65595,0.91667,0.84211,0.926,0.096,1.0,0.47368,0.68966,0.22222,0.73011,0.685,0.766
Medium,Riesgo,0,0.54167,0.63158,0.793,0.336,0.28571,0.52632,0.96552,0.44444,0.67104,0.965,0.6052,0.15196,0.83929,0.54167,0.63158,0.793,0.336,0.28571,0.52632,0.96552,0.44444,0.67104,0.965,0.6052
High,Riesgo,1,0.25,0.63158,0.922,0.506,0.0,1.0,0.06897,0.66667,0.9114,0.75,0.7274,0.13886,0.35906,0.25,0.63158,0.922,0.506,0.0,1.0,0.06897,0.66667,0.9114,0.75,0.7274
Medium,Riesgo,0,0.33333,0.31579,0.666,0.732,1.0,0.68421,0.03448,0.11111,0.55373,0.51,0.5758,0.32188,0.17805,0.33333,0.31579,0.666,0.732,1.0,0.68421,0.03448,0.11111,0.55373,0.51,0.5758
High,Riesgo,1,0.58333,0.47368,0.236,0.198,0.85714,0.68421,0.34483,0.22222,0.17966,0.7,0.7027,0.31138,0.29858,0.58333,0.47368,0.236,0.198,0.85714,0.68421,0.34483,0.22222,0.17966,0.7,0.7027
High,Riesgo,1,0.58333,0.05263,0.895,0.218,1.0,0.05263,0.7931,0.77778,0.68581,0.23,0.8365,0.11229,0.81857,0.58333,0.05263,0.895,0.218,1.0,0.05263,0.7931,0.77778,0.68581,0.23,0.8365
Medium,Riesgo,0,0.375,0.15789,0.184,0.632,0.0,0.84211,0.58621,1.0,0.24446,0.69,0.495,0.47314,0.58363,0.375,0.15789,0.184,0.632,0.0,0.84211,0.58621,1.0,0.24446,0.69,0.495
High,Riesgo,1,0.5,0.26316,0.213,0.382,1.0,0.73684,0.7931,0.77778,0.38064,0.32,0.7219,0.277,0.67435,0.5,0.26316,0.213,0.382,1.0,0.73684,0.7931,0.77778,0.38064,0.32,0.7219
Medium,Riesgo,0,0.75,0.89474,0.271,0.482,0.85714,0.10526,0.68966,0.22222,0.17145,0.22,0.418,0.46264,0.51745,0.75,0.89474,0.271,0.482,0.85714,0.10526,0.68966,0.22222,0.17145,0.22,0.418
Medium,Riesgo,0,0.25,0.26316,0.304,0.836,0.57143,0.10526,0.82759,1.0,0.35685,0.235,0.3594,0.47503,0.75703,0.25,0.26316,0.304,0.836,0.57143,0.10526,0.82759,1.0,0.35685,0.235,0.3594
Medium,Riesgo,0,0.66667,0.84211,0.514,0.5,0.0,0.10526,0.10345,0.66667,0.5644,0.67,0.5186,0.23952,0.29393,0.66667,0.84211,0.514,0.5,0.0,0.10526,0.10345,0.66667,0.5644,0.67,0.5186
Low,Riesgo,0,0.79167,0.68421,0.713,0.652,0.28571,0.10526,0.24138,0.11111,0.70878,0.765,0.1928,0.23522,0.31487,0.79167,0.68421,0.713,0.652,0.28571,0.10526,0.24138,0.11111,0.70878,0.765,0.1928
High,Riesgo,1,0.125,0.52632,0.926,0.656,0.0,0.89474,0.96552,0.88889,0.97703,0.58,0.8548,0.16131,0.952,0.125,0.52632,0.926,0.656,0.0,0.89474,0.96552,0.88889,0.97703,0.58,0.8548
Low,Riesgo,0,0.16667,0.52632,0.088,0.804,0.28571,0.26316,0.34483,0.77778,0.2863,0.065,0.219,0.51649,0.37302,0.16667,0.52632,0.088,0.804,0.28571,0.26316,0.34483,0.77778,0.2863,0.065,0.219
High,Riesgo,1,0.91667,0.05263,0.954,0.638,0.85714,0.68421,0.48276,0.55556,0.73093,0.04,1.0,0.22379,0.59844,0.91667,0.05263,0.954,0.638,0.85714,0.68421,0.48276,0.55556,0.73093,0.04,1.0
Medium,Riesgo,0,0.25,0.10526,0.921,0.064,0.42857,0.10526,0.75862,0.88889,0.80312,0.215,0.6956,0.04349,0.82406,0.25,0.10526,0.921,0.064,0.42857,0.10526,0.75862,0.88889,0.80312,0.215,0.6956
Low,Riesgo,0,0.5,0.52632,0.054,0.342,0.42857,0.0,0.93103,0.66667,0.1936,0.285,0.3165,0.37372,0.70417,0.5,0.52632,0.054,0.342,0.42857,0.0,0.93103,0.66667,0.1936,0.285,0.3165
Low,Riesgo,0,0.58333,0.26316,0.36,0.99,0.57143,0.47368,0.7931,0.33333,0.53733,0.405,0.3131,0.41787,0.62085,0.58333,0.26316,0.36,0.99,0.57143,0.47368,0.7931,0.33333,0.53733,0.405,0.3131
High,Riesgo,1,0.41667,0.68421,0.813,0.196,1.0,0.63158,0.68966,0.44444,0.86054,0.075,0.9136,0.06879,0.67435,0.41667,0.68421,0.813,0.196,1.0,0.63158,0.68966,0.44444,0.86054,0.075,0.9136
Medium,Riesgo,0,0.125,0.94737,0.612,0.586,0.14286,0.42105,0.03448,0.66667,0.48975,0.725,0.6348,0.30107,0.27236,0.125,0.94737,0.612,0.586,0.14286,0.42105,0.03448,0.66667,0.48975,0.725,0.6348
Medium,Riesgo,0,0.5,0.78947,0.779,0.842,0.0,0.05263,0.75862,0.44444,0.66038,0.71,0.3783,0.3107,0.70945,0.5,0.78947,0.779,0.842,0.0,0.05263,0.75862,0.44444,0.66038,0.71,0.3783
High,Riesgo,1,0.25,0.31579,0.719,0.586,0.71429,0.47368,0.62069,1.0,0.76948,0.345,0.9255,0.19699,0.71791,0.25,0.31579,0.719,0.586,0.71429,0.47368,0.62069,1.0,0.76948,0.345,0.9255
Medium,Riesgo,0,0.75,0.36842,0.497,0.372,0.0,0.57895,0.48276,0.77778,0.49221,0.565,0.692,0.22356,0.54409,0.75,0.36842,0.497,0.372,0.0,0.57895,0.48276,0.77778,0.49221,0.565,0.692
High,Riesgo,1,0.875,0.94737,0.041,0.08,0.14286,0.94737,0.96552,0.44444,0.14274,0.1,0.7965,0.2749,0.68027,0.875,0.94737,0.041,0.08,0.14286,0.94737,0.96552,0.44444,0.14274,0.1,0.7965
Medium,Riesgo,0,0.04167,1.0,0.584,0.362,1.0,0.10526,0.86207,0.44444,0.6087,0.415,0.6334,0.17876,0.73166,0.04167,1.0,0.584,0.362,1.0,0.10526,0.86207,0.44444,0.6087,0.415,0.6334
Medium,Riesgo,0,0.375,0.78947,0.049,0.182,1.0,0.94737,0.86207,0.44444,0.00328,0.86,0.5744,0.45841,0.61852,0.375,0.78947,0.049,0.182,1.0,0.94737,0.86207,0.44444,0.00328,0.86,0.5744
Low,Riesgo,0,0.5,0.31579,0.499,0.96,0.85714,0.0,0.86207,0.33333,0.7055,0.66,0.3001,0.32775,0.69254,0.5,0.31579,0.499,0.96,0.85714,0.0,0.86207,0.33333,0.7055,0.66,0.3001
High,Riesgo,1,1.0,0.42105,0.8,0.716,0.14286,0.73684,0.93103,0.66667,0.86874,0.105,0.9399,0.20402,0.86192,1.0,0.42105,0.8,0.716,0.14286,0.73684,0.93103,0.66667,0.86874,0.105,0.9399
Medium,Riesgo,0,0.83333,0.63158,0.499,0.75,0.85714,0.63158,0.89655,0.11111,0.56276,0.85,0.5196,0.32376,0.67139,0.83333,0.63158,0.499,0.75,0.85714,0.63158,0.89655,0.11111,0.56276,0.85,0.5196
High,Riesgo,1,0.20833,0.0,0.997,0.436,0.57143,0.31579,0.86207,1.0,0.95324,0.68,0.9061,0.11227,0.92472,0.20833,0.0,0.997,0.436,0.57143,0.31579,0.86207,1.0,0.95324,0.68,0.9061
Medium,Riesgo,0,0.45833,0.36842,0.456,0.11,0.14286,0.05263,0.41379,0.33333,0.5201,0.455,0.4525,0.12171,0.40854,0.45833,0.36842,0.456,0.11,0.14286,0.05263,0.41379,0.33333,0.5201,0.455,0.4525
High,Riesgo,1,0.45833,0.15789,0.749,0.266,0.28571,1.0,0.03448,0.22222,0.60623,0.69,0.7421,0.14863,0.21675,0.45833,0.15789,0.749,0.266,0.28571,1.0,0.03448,0.22222,0.60623,0.69,0.7421
Medium,Riesgo,0,0.79167,0.10526,0.667,0.26,0.0,0.52632,0.06897,1.0,0.51354,0.175,0.6894,0.1761,0.36858,0.79167,0.10526,0.667,0.26,0.0,0.52632,0.06897,1.0,0.51354,0.175,0.6894
High,Riesgo,1,0.41667,0.10526,0.991,0.486,0.14286,0.78947,1.0,0.77778,0.74897,0.55,0.9754,0.17441,0.96574,0.41667,0.10526,0.991,0.486,0.14286,0.78947,1.0,0.77778,0.74897,0.55,0.9754
Medium,Riesgo,0,0.91667,0.63158,0.713,0.46,0.28571,0.68421,0.44828,0.66667,0.81378,0.62,0.6787,0.14993,0.54747,0.91667,0.63158,0.713,0.46,0.28571,0.68421,0.44828,0.66667,0.81378,0.62,0.6787
Medium,Riesgo,0,1.0,0.36842,0.164,0.434,0.14286,0.73684,0.65517,0.22222,0.17719,0.93,0.4592,0.43312,0.47367,1.0,0.36842,0.164,0.434,0.14286,0.73684,0.65517,0.22222,0.17719,0.93,0.4592
High,Riesgo,1,0.25,0.31579,0.956,0.496,0.71429,1.0,0.86207,0.33333,0.74159,0.065,0.7428,0.17939,0.78917,0.25,0.31579,0.956,0.496,0.71429,1.0,0.86207,0.33333,0.74159,0.065,0.7428
Medium,Riesgo,0,0.0,0.0,0.668,0.988,0.28571,0.94737,0.41379,0.33333,0.63002,0.375,0.5843,0.36963,0.45337,0.0,0.0,0.668,0.988,0.28571,0.94737,0.41379,0.33333,0.63002,0.375,0.5843
Medium,Riesgo,0,0.0,0.52632,0.059,0.298,0.42857,0.31579,0.89655,1.0,0.00246,0.935,0.4025,0.53661,0.74752,0.0,0.52632,0.059,0.298,0.42857,0.31579,0.89655,1.0,0.00246,0.935,0.4025
Medium,Riesgo,0,1.0,0.26316,0.658,0.616,1.0,0.42105,0.75862,0.66667,0.49713,0.215,0.6474,0.30827,0.72616,1.0,0.26316,0.658,0.616,1.0,0.42105,0.75862,0.66667,0.49713,0.215,0.6474
High,Riesgo,1,0.5,0.31579,0.883,0.24,0.28571,0.15789,0.86207,0.77778,0.8146,0.815,0.8152,0.0896,0.85832,0.5,0.31579,0.883,0.24,0.28571,0.15789,0.86207,0.77778,0.8146,0.815,0.8152
Medium,Riesgo,0,0.79167,0.57895,0.499,0.466,0.57143,0.26316,0.51724,0.33333,0.57014,0.0,0.5393,0.22602,0.48107,0.79167,0.57895,0.499,0.466,0.57143,0.26316,0.51724,0.33333,0.57014,0.0,0.5393
Medium,Riesgo,0,0.5,0.42105,0.354,0.2,0.85714,0.47368,0.37931,0.77778,0.41017,0.025,0.6301,0.19227,0.45041,0.5,0.42105,0.354,0.2,0.85714,0.47368,0.37931,0.77778,0.41017,0.025,0.6301
Medium,Riesgo,0,0.33333,0.52632,0.821,0.558,0.28571,0.10526,0.0,0.0,0.8187,0.33,0.4235,0.1754,0.16853,0.33333,0.52632,0.821,0.558,0.28571,0.10526,0.0,0.0,0.8187,0.33,0.4235
,Riesgo,0,0.08333,0.47368,0.783,0.266,0.14286,0.0,0.17241,0.88889,0.79081,0.77,0.4322,0.10183,0.4354,0.08333,0.47368,0.783,0.266,0.14286,0.0,0.17241,0.88889,0.79081,0.77,0.4322
Medium,Riesgo,0,0.25,0.0,0.544,0.036,0.42857,0.26316,0.41379,0.66667,0.50533,0.105,0.6995,0.1,0.49059,0.25,0.0,0.544,0.036,0.42857,0.26316,0.41379,0.66667,0.50533,0.105,0.6995
Medium,Riesgo,0,0.20833,0.89474,0.154,0.816,1.0,0.21053,0.72414,0.33333,0.26661,0.385,0.3709,0.53882,0.535,0.20833,0.89474,0.154,0.816,1.0,0.21053,0.72414,0.33333,0.26661,0.385,0.3709
High,Riesgo,1,0.29167,0.15789,0.251,0.128,1.0,0.73684,0.7931,0.77778,0.23544,0.13,0.7552,0.24301,0.68239,0.29167,0.15789,0.251,0.128,1.0,0.73684,0.7931,0.77778,0.23544,0.13,0.7552
High,Riesgo,1,0.33333,0.21053,0.738,0.368,0.42857,0.52632,0.03448,1.0,0.68007,0.225,0.8554,0.15913,0.36244,0.33333,0.21053,0.738,0.368,0.42857,0.52632,0.03448,1.0,0.68007,0.225,0.8554
Medium,Riesgo,0,0.16667,0.42105,0.806,0.478,0.28571,1.0,0.58621,0.11111,0.71944,0.505,0.6471,0.18056,0.54599,0.16667,0.42105,0.806,0.478,0.28571,1.0,0.58621,0.11111,0.71944,0.505,0.6471
Medium,Riesgo,0,0.0,0.84211,0.279,0.432,0.14286,0.63158,0.55172,0.77778,0.26661,0.32,0.4682,0.36453,0.54028,0.0,0.84211,0.279,0.432,0.14286,0.63158,0.55172,0.77778,0.26661,0.32,0.4682
Medium,Riesgo,0,0.75,0.10526,0.368,0.726,1.0,0.26316,0.62069,1.0,0.30927,0.21,0.686,0.46409,0.64369,0.75,0.10526,0.368,0.726,1.0,0.26316,0.62069,1.0,0.30927,0.21,0.686
Low,Riesgo,0,0.375,0.78947,0.078,0.596,0.42857,0.21053,0.75862,0.55556,0.01887,0.395,0.2116,0.70885,0.58236,0.375,0.78947,0.078,0.596,0.42857,0.21053,0.75862,0.55556,0.01887,0.395,0.2116
High,Riesgo,1,0.45833,0.21053,0.713,0.296,0.71429,0.05263,0.48276,0.66667,0.68007,0.7,0.8033,0.13733,0.56862,0.45833,0.21053,0.713,0.296,0.71429,0.05263,0.48276,0.66667,0.68007,0.7,0.8033
Medium,Riesgo,0,0.95833,0.78947,0.004,0.052,0.28571,0.84211,0.24138,0.66667,0.10911,0.12,0.6299,0.28272,0.27067,0.95833,0.78947,0.004,0.052,0.28571,0.84211,0.24138,0.66667,0.10911,0.12,0.6299
Low,Riesgo,0,0.58333,0.10526,0.047,0.492,0.28571,0.57895,0.75862,0.11111,0.07793,0.48,0.0505,0.56445,0.49122,0.58333,0.10526,0.047,0.492,0.28571,0.57895,0.75862,0.11111,0.07793,0.48,0.0505
Medium,Riesgo,0,0.875,1.0,0.004,0.352,0.85714,0.57895,0.27586,0.11111,0.25267,0.275,0.5571,0.33717,0.18609,0.875,1.0,0.004,0.352,0.85714,0.57895,0.27586,0.11111,0.25267,0.275,0.5571
Medium,Riesgo,0,0.95833,0.73684,0.645,0.89,1.0,0.68421,0.24138,0.33333,0.64151,0.38,0.5056,0.33362,0.34278,0.95833,0.73684,0.645,0.89,1.0,0.68421,0.24138,0.33333,0.64151,0.38,0.5056
Medium,Riesgo,0,0.33333,0.10526,0.417,0.396,1.0,0.31579,0.24138,0.55556,0.56358,0.82,0.4709,0.20508,0.33686,0.33333,0.10526,0.417,0.396,1.0,0.31579,0.24138,0.55556,0.56358,0.82,0.4709
Medium,Riesgo,0,0.79167,1.0,0.298,0.718,1.0,0.68421,0.34483,0.33333,0.36095,0.93,0.4717,0.42397,0.33284,0.79167,1.0,0.298,0.718,1.0,0.68421,0.34483,0.33333,0.36095,0.93,0.4717
Medium,Riesgo,0,0.66667,0.68421,0.913,0.94,0.28571,0.47368,0.58621,0.55556,0.74077,0.245,0.6374,0.30784,0.6532,0.66667,0.68421,0.913,0.94,0.28571,0.47368,0.58621,0.55556,0.74077,0.245,0.6374
Low,Riesgo,0,0.66667,0.78947,0.193,0.652,0.42857,0.42105,0.55172,0.44444,0.40771,0.63,0.2332,0.36857,0.45866,0.66667,0.78947,0.193,0.652,0.42857,0.42105,0.55172,0.44444,0.40771,0.63,0.2332
Medium,Riesgo,0,0.79167,0.84211,0.389,0.414,0.0,0.68421,0.72414,0.55556,0.53897,0.675,0.5073,0.22016,0.62698,0.79167,0.84211,0.389,0.414,0.0,0.68421,0.72414,0.55556,0.53897,0.675,0.5073
High,Riesgo,1,0.45833,1.0,0.94,0.568,0.14286,0.84211,0.75862,0.88889,0.85562,0.84,1.0,0.16843,0.82808,0.45833,1.0,0.94,0.568,0.14286,0.84211,0.75862,0.88889,0.85562,0.84,1.0
High,Riesgo,1,0.25,0.89474,0.427,0.544,0.57143,0.84211,0.17241,0.55556,0.35931,0.9,0.7515,0.35404,0.29668,0.25,0.89474,0.427,0.544,0.57143,0.84211,0.17241,0.55556,0.35931,0.9,0.7515
High,Riesgo,1,0.04167,0.89474,0.555,0.584,0.57143,0.63158,0.75862,0.55556,0.45775,0.47,0.818,0.31587,0.68323,0.04167,0.89474,0.555,0.584,0.57143,0.63158,0.75862,0.55556,0.45775,0.47,0.818
Medium,Riesgo,0,0.08333,0.68421,0.08,0.146,1.0,0.89474,0.7931,0.77778,0.25923,0.985,0.5674,0.23859,0.64623,0.08333,0.68421,0.08,0.146,1.0,0.89474,0.7931,0.77778,0.25923,0.985,0.5674
High,Riesgo,1,0.66667,0.89474,0.79,0.698,0.14286,0.94737,0.03448,0.44444,0.60049,0.97,0.7398,0.29012,0.26771,0.66667,0.89474,0.79,0.698,0.14286,0.94737,0.03448,0.44444,0.60049,0.97,0.7398
Medium,Riesgo,0,0.16667,0.73684,0.423,0.146,0.0,0.84211,0.0,0.44444,0.48564,0.505,0.6692,0.14503,0.16896,0.16667,0.73684,0.423,0.146,0.0,0.84211,0.0,0.44444,0.48564,0.505,0.6692
High,Riesgo,1,0.66667,0.73684,0.801,0.014,0.85714,0.26316,0.31034,1.0,0.79655,0.54,0.703,0.03079,0.54494,0.66667,0.73684,0.801,0.014,0.85714,0.26316,0.31034,1.0,0.79655,0.54,0.703
Low,Riesgo,0,0.95833,0.26316,0.254,0.624,0.85714,0.57895,0.24138,0.0,0.1977,0.67,0.2961,0.51024,0.19666,0.95833,0.26316,0.254,0.624,0.85714,0.57895,0.24138,0.0,0.1977,0.67,0.2961
Medium,Riesgo,0,0.66667,0.73684,0.422,0.116,0.85714,0.26316,0.51724,0.55556,0.50697,0.375,0.6275,0.1277,0.50708,0.66667,0.73684,0.422,0.116,0.85714,0.26316,0.51724,0.55556,0.50697,0.375,0.6275
Medium,Riesgo,0,0.66667,0.89474,0.787,0.77,0.85714,0.10526,0.7931,0.0,0.8064,0.66,0.3702,0.23701,0.64771,0.66667,0.89474,0.787,0.77,0.85714,0.10526,0.7931,0.0,0.8064,0.66,0.3702
High,Riesgo,1,0.04167,0.15789,0.974,0.866,0.14286,0.73684,0.44828,0.77778,0.84331,0.515,0.7553,0.25138,0.62381,0.04167,0.15789,0.974,0.866,0.14286,0.73684,0.44828,0.77778,0.84331,0.515,0.7553
Low,Riesgo,0,0.04167,0.36842,0.06,0.944,0.28571,0.47368,0.7931,1.0,0.137,0.035,0.2766,0.74352,0.68429,0.04167,0.36842,0.06,0.944,0.28571,0.47368,0.7931,1.0,0.137,0.035,0.2766
High,Riesgo,1,0.875,0.73684,0.812,0.664,0.71429,0.73684,0.51724,0.88889,0.86874,0.855,0.9803,0.19034,0.65299,0.875,0.73684,0.812,0.664,0.71429,0.73684,0.51724,0.88889,0.86874,0.855,0.9803
Low,Riesgo,0,0.91667,0.10526,0.301,0.482,0.14286,0.0,0.44828,0.55556,0.34783,0.94,0.2009,0.33533,0.4392,0.91667,0.10526,0.301,0.482,0.14286,0.0,0.44828,0.55556,0.34783,0.94,0.2009
